donation_id,amount,sybil_score,tx_hash,created_at,donor_id,proposal_id
55eb75c3-41ff-4230-9a1d-58a8c9720d54,60.1239803,0.024136,0x18de34441b02460ab144658ae39c1daa,2025-06-29T00:38:44.774242,4949e767-27dc-49c3-a639-7393c7907a9e,7ab3053e-6fba-4849-9e36-ae4bab721c0f
a6d7d2b3-c8a2-47ac-9166-9e06de57c252,237.84079405,0.116561,0x498ce8f7695e4944a85178d5a3bc7fa9,2025-10-19T02:29:46.126688,432d51f2-f752-4dd1-a317-26fcfa0f4d1c,7ab3053e-6fba-4849-9e36-ae4bab721c0f
d2a9fc17-a86a-4d09-9c3a-a051e839e22a,232.4457687,0.132255,0x5f7e8352385540d18d4aaf4ee2ab35cb,2025-11-23T22:37:08.200991,1e3f8d42-c217-4031-b6f3-567285cdd83b,7ab3053e-6fba-4849-9e36-ae4bab721c0f
bba260c6-d252-4c94-8496-c4d48b5c6ad9,11.21890908,0.038044,0x6210219c23a144a892ffaa88302d0c85,2025-11-30T08:15:42.307835,ba45dc98-69dc-43c2-86b1-4efd28a8c803,7ab3053e-6fba-4849-9e36-ae4bab721c0f
88f3d6a0-c729-4f7a-8cf7-5412421da9a9,143.46629818,0.012753,0x4c6118812dc04ca4adefbd6d64f0ea7c,2025-07-31T10:41:12.093659,7e064742-c39a-488b-954b-e8d251fe489d,7ab3053e-6fba-4849-9e36-ae4bab721c0f
397ce188-99fa-4b06-a0d2-ec8d69de556c,294.61404702,0.220723,0xe8eba00f20ad430abb7b0e827cf81df2,2025-09-22T19:34:57.573161,19098eaf-52eb-4422-bea0-a12dadbdd8d5,7ab3053e-6fba-4849-9e36-ae4bab721c0f
17bcbb59-d96d-4d07-aa3b-c3d2d01dfbf7,156.84869068,0.075652,0x4bfd7588b4f34e57b483d0c8143f71de,2025-08-27T00:31:41.596364,ba45dc98-69dc-43c2-86b1-4efd28a8c803,7ab3053e-6fba-4849-9e36-ae4bab721c0f
6626ffb5-54a4-43c3-b73d-0c236858b685,351.53200811,0.148714,0xceb4f1b3d78241a1bea2d32502eb61af,2025-08-07T23:58:50.271344,58e43fb1-9c73-4c8e-a714-3ce2cbbc0856,7ab3053e-6fba-4849-9e36-ae4bab721c0f
9175c4b3-3d3d-4ec7-857c-163600b4b087,134.18513875,0.069045,0x36a8445b96944650a7ae57c263d969e7,2025-10-02T08:53:21.526642,2c21b0da-964d-4256-8292-79740422ff7e,db408076-3551-4986-a6d8-a20decfee607
98bddd09-1980-4b2f-b509-23c81c6661db,280.87813197,0.012594,0x2150591b097946b5b29e59b13f45ebf2,2025-10-01T00:28:12.398043,37f3ba1b-fdbb-4a9a-8855-5d50d53a17e0,db408076-3551-4986-a6d8-a20decfee607
12c8e244-dd37-48b0-a3f7-6466e13bd9d2,274.27661834,0.237948,0xba8136226d8b4f73ac1bcbf00dd739ac,2025-08-14T20:40:05.360796,51e849a6-2ad5-42de-9ee1-7335cc7f5120,db408076-3551-4986-a6d8-a20decfee607
dc923208-c995-4794-a7f4-7f80dfca43a4,325.50256154,0.116043,0x80b0d7196d2d42bb9852d4fa743ec2fa,2025-10-08T07:02:32.879347,4f398349-7ffe-42ef-a3fd-6748e2eedcca,db408076-3551-4986-a6d8-a20decfee607
bcdeec31-daf5-44b5-84f5-c7f2ed8c7a40,171.67099219,0.0524,0xa5ffa3fab95741cb84758a7881d2c39c,2025-10-21T14:37:43.959387,37f3ba1b-fdbb-4a9a-8855-5d50d53a17e0,db408076-3551-4986-a6d8-a20decfee607
33e2e044-757e-49d5-a712-fdb2d37ce1e2,11.29356463,0.037148,0x2ae9ed6113d3450c9e1ee45a25d4c72c,2025-10-16T02:16:28.026485,d633dc84-4f47-46b6-9b3d-ef01ff945412,db408076-3551-4986-a6d8-a20decfee607
cd1be062-f45a-424b-89a7-7e632690eb33,25.02719738,0.033483,0xa90e47140a3c41a6a2f1fb920be5461d,2025-09-27T14:00:30.225695,251cd97a-6918-4690-87c1-6cbea1a81c14,db408076-3551-4986-a6d8-a20decfee607
1bcd28b7-fb7c-4394-881a-6a490ed96a25,8.67550153,0.138157,0x1d68f90b0ec64198aecf0ef77b200eb8,2025-10-11T23:08:20.019232,409db1f9-30a5-4867-a0c5-924f47c6dbce,db408076-3551-4986-a6d8-a20decfee607
2b14e9e8-c009-4a68-a0cb-95184178bfd8,291.8687296,0.130398,0xa0980180669f4308b877520c82998134,2025-06-19T19:17:08.661510,dd214d72-c0d4-4d99-ac9d-efa91a2a5f88,cd8459af-b03a-403a-9e26-433ca09a483c
911acb85-9c1f-4ac4-af69-7ae3c0e817c3,162.31963099,0.229965,0xd639acdddc784ab28b922a82b1d3eae3,2025-07-19T09:49:46.511701,432d51f2-f752-4dd1-a317-26fcfa0f4d1c,cd8459af-b03a-403a-9e26-433ca09a483c
922e2960-a111-4fca-b3a5-685bd5b4f334,378.34166811,0.097908,0xc57b8b7bad0b418e87db8f83043e6a07,2025-07-15T18:48:22.227228,d8d7a678-7553-4c55-8131-815b77c118a3,cd8459af-b03a-403a-9e26-433ca09a483c
9c5af396-4c0a-44d3-8b22-1ac47ea04910,1.37580287,0.156371,0x0ecee1ca4fa742bca82d4b92978c463e,2025-06-09T10:54:40.064848,9fca26a6-1cfe-472c-9551-3d2c701d3526,cd8459af-b03a-403a-9e26-433ca09a483c
86b9a629-445d-4f27-86d1-6a390ed06cf3,196.12920092,0.024216,0x4f0c73b847c3426c9fb3eb19032cb12b,2025-10-07T18:38:14.375170,52f9e734-de6d-4fc7-92f3-dbfad26ca9bb,cd8459af-b03a-403a-9e26-433ca09a483c
b32d96f3-46ce-4a35-92b2-2ec93f971421,158.5340963,0.030522,0x560794b1fe424125a963052cdac9e659,2025-11-04T07:17:03.178785,04db9093-d7c5-4bf3-ab41-ed7e83300716,cd8459af-b03a-403a-9e26-433ca09a483c
7ee61eba-ea93-4644-8fc9-5852ce5307a3,212.20266849,0.097709,0x5607006605554d01877cc03539295819,2025-07-11T00:56:53.030558,dd214d72-c0d4-4d99-ac9d-efa91a2a5f88,cd8459af-b03a-403a-9e26-433ca09a483c
93bc7143-427b-4f86-bc7c-bf70b70fc946,284.60270245,0.065907,0x985fe8af66044ab59bce9764ba8aebf8,2025-09-27T22:53:58.193704,19481707-89a6-4618-8885-cdddccd01b8b,cd8459af-b03a-403a-9e26-433ca09a483c
fe991b6a-36d0-4f03-a70d-35f3c393e075,4.52776818,0.052422,0xb831296342eb449d906a56c50777a243,2025-10-29T02:48:12.130891,c7958361-1090-4453-854c-875eb1612bf9,5337a59d-3dce-4e3b-a69b-857b2f764445
b230ab96-d321-4d1f-9dd8-fe3374271034,87.10843737,0.120447,0xfe5989c40d3744599b1f7a8929d49340,2025-10-15T20:18:46.749933,5ab89a51-ae95-435f-9e70-4c5d4e907b33,5337a59d-3dce-4e3b-a69b-857b2f764445
5dcc7041-d25e-439d-93b9-21ef2c5f833f,85.68618801,0.055048,0x1c058fc46c5b4409bf5d2fab60511318,2025-11-22T20:44:16.841602,1706eed2-f49a-413a-840c-d9fbc3304261,5337a59d-3dce-4e3b-a69b-857b2f764445
015929f9-2b6e-464b-bbfb-32da8b979857,6.19203513,0.034699,0xc212ddf1f48d423f965bec3838d65e83,2025-09-17T07:17:51.996067,b37cfb9c-4693-4252-8be2-95d7085d9301,5337a59d-3dce-4e3b-a69b-857b2f764445
cdea6262-b937-40aa-9cab-6867acbbc49c,33.32183945,0.05748,0x20e1074bae40466a9ab07a509bf2b581,2025-11-15T19:30:23.716405,ab177402-941a-4680-b090-e17e96cdb418,5337a59d-3dce-4e3b-a69b-857b2f764445
c86ce776-6d1b-4703-9268-8c0260156898,62.59761154,0.014193,0x4bdb2e3a33fb4c00ab16ba77d9d0f279,2025-06-18T22:23:04.638994,16bbe05b-0fcf-46e2-b486-295e430e1765,5337a59d-3dce-4e3b-a69b-857b2f764445
67a4097e-e3c4-465c-8716-a8b0f417c8e1,43.35167359,0.027855,0xe2a5b361a14040faa9150ba7c4073039,2025-09-13T21:42:23.690564,ab186e3b-8600-420c-81e3-240a0204cf33,5337a59d-3dce-4e3b-a69b-857b2f764445
216ee6c5-257b-4a50-9d2d-458c5a80f1bc,49.87937027,0.190449,0xaf11de950f8b4d19bcce7453d2569c44,2025-10-11T22:37:11.096530,88b20798-71ce-4f2b-a57e-b20d8f67b612,5337a59d-3dce-4e3b-a69b-857b2f764445
cfbf0d9b-6037-4c30-95d4-7dc99d3aca2f,2.68545024,0.118699,0x1c8bb1cdbb3c4e74a9f75a27bc10f545,2025-10-02T20:09:29.683141,814b238d-c041-4284-a729-199dac1c0adb,5337a59d-3dce-4e3b-a69b-857b2f764445
0f4b47f5-2e9a-4756-ad3f-d668e9cad39c,3.03970686,0.103051,0x8ed05a75da1243f7ba36778a4fece49e,2025-06-16T13:44:17.046688,f3b24587-fc7d-452f-bd27-02ed191abeba,5337a59d-3dce-4e3b-a69b-857b2f764445
59cf0edd-ef22-4257-af1a-60bdf06c7505,71.28085464,0.163088,0x5775f4a912ec4761a3a99034608e6f67,2025-09-17T06:30:26.825888,d53255ce-3520-4a9c-9f9b-815941396420,5337a59d-3dce-4e3b-a69b-857b2f764445
6aa43f6c-74a6-4699-868a-b1057443ee47,203.06831139,0.044896,0x5b90bf0d3c5846a9a5260949d96d05b9,2025-07-02T15:43:50.056094,b6396cd9-f12e-4cd0-b235-d53d3fa1e16e,b001b7c4-6833-4856-aab8-cc96836b74d1
633ba850-f2b2-4cc1-a9fb-930022b7a167,269.24059144,0.067187,0xdc160dff7d2b4ffbb2d2ad190976e7bf,2025-08-16T09:13:35.585389,ab186e3b-8600-420c-81e3-240a0204cf33,b001b7c4-6833-4856-aab8-cc96836b74d1
9bb75190-9d0c-45f6-92f4-d5a5113cda5d,85.73482308,0.041688,0x61e2523714aa4aa48856863269aeb473,2025-10-15T14:53:33.383820,ded4ab48-7b3b-4db3-aad5-91542c717db1,b001b7c4-6833-4856-aab8-cc96836b74d1
9d1375a8-8bee-4d1b-9d7b-7e680e9dccd5,361.43422926,0.142317,0x5a887634449941ecb53a6700ef787448,2025-11-06T18:37:48.940045,ab186e3b-8600-420c-81e3-240a0204cf33,b001b7c4-6833-4856-aab8-cc96836b74d1
81ae5514-67e4-42d7-ab19-845d7993be1c,23.4101477,0.096782,0x31d22d9b924a4cf1a3cc531ffc9b3bbc,2025-11-12T17:56:45.503364,d8d7a678-7553-4c55-8131-815b77c118a3,b001b7c4-6833-4856-aab8-cc96836b74d1
9684a5e1-85d0-4419-a18b-6c0836a435fa,168.65257828,0.06807,0x8f6acd749cee4e4ebdf29fff65d429c6,2025-06-16T23:59:28.749440,7800e9e9-5766-4388-9e2a-f3449a4f697a,b001b7c4-6833-4856-aab8-cc96836b74d1
80f15595-2d67-4a07-8b03-2d14f230f598,124.29001103,0.085528,0x97bc9f906335405db77907e79c98790c,2025-08-31T19:46:59.596008,4e0f3df2-a460-427a-b8b0-f513873db35e,b001b7c4-6833-4856-aab8-cc96836b74d1
41b1b2bb-f32c-4ece-83b3-27721f60a156,270.78412273,0.111137,0x3f1e1542481d4354a3d6582cdab93a00,2025-11-18T12:25:26.065072,3acca2cb-0f7f-47ce-b80c-776ef4928ece,b001b7c4-6833-4856-aab8-cc96836b74d1
aad8bf12-cea8-4ceb-9637-560ab638fe3e,16.76636825,0.178131,0x295a3fb1040e408fb1a98e03757dba68,2025-09-12T07:21:45.649910,64b38afe-0598-487c-b032-c57758c01cde,b001b7c4-6833-4856-aab8-cc96836b74d1
27c59322-157e-46f9-b890-5bde4ca2e0b6,104.19238547,0.092967,0x2d371dca11ba453f9ef5579f4fec768a,2025-07-05T05:13:41.749412,73ace351-b9bb-4581-a42c-865922aab839,b001b7c4-6833-4856-aab8-cc96836b74d1
9cd7bf47-730b-4d39-a390-5233c69a2172,1.31417179,0.153798,0xb4f1d4a2455545f192331f819dbc6e3b,2025-07-12T12:44:46.038495,58e43fb1-9c73-4c8e-a714-3ce2cbbc0856,b001b7c4-6833-4856-aab8-cc96836b74d1
